Symbol,Stock Price,Market Cap,Company Name,Analysts,PT Upside (%),Rev. Growth,Rev. Growth 5Y,Rev. Growth 3Y,Rev Gr. Next Y,Z-Score,ROA,ROA (5Y),ROIC,ROIC (5Y),Oper. Margin
GRAB,4.965,18364760000,Grab Holdings Limited,9,15.61%,21.59%,,41.75%,20.63%,2.18,-1.10%,,-2.00%,10.64%,-4.99%
PODD,281.64,19939360848,Insulet Corporation,15,-1.93%,27.42%,23.39%,24.13%,18.07%,7.81,15.10%,2.22%,17.25%,4.55%,15.42%
DKS,241.67,19596360746,"DICK'S Sporting Goods, Inc.",22,2.36%,5.67%,9.23%,3.62%,4.26%,4.47,11.80%,10.46%,14.79%,14.07%,10.87%
ZBH,98.15,19704344520,"Zimmer Biomet Holdings, Inc.",23,26.42%,4.34%,-0.85%,6.78%,4.57%,2.58,5.00%,2.32%,6.98%,4.10%,16.47%
ESS,292.87,18739760325,"Essex Property Trust, Inc.",22,1.36%,4.74%,3.91%,6.77%,3.70%,,4.40%,3.60%,4.46%,3.86%,30.37%
NMR,6.535,20276164803,"Nomura Holdings, Inc.",1,,16.95%,14.23%,0.56%,-1.77%,,0.30%,0.34%,0.48%,0.52%,17.29%
INVH,31.645,19333813800,Invitation Homes Inc.,17,19.67%,8.22%,8.07%,10.02%,4.25%,,2.30%,1.64%,4.66%,3.64%,34.16%
KEY,17.41,19108729350,KeyCorp,20,11.59%,-20.34%,-4.12%,-13.75%,7.18%,,,0.92%,0.40%,5.09%,3.38%
PFG,84.55,19245005640,"Principal Financial Group, Inc.",14,1.03%,-0.42%,-2.48%,0.31%,5.22%,,-0.10%,0.66%,-2.17%,12.21%,-2.35%
BIIB,131.19,20311771410,Biogen Inc.,26,77.99%,-3.86%,-7.56%,-4.70%,-2.06%,2.58,6.00%,12.20%,7.02%,16.18%,19.84%
RPRX,32.295,14328739500,Royalty Pharma plc,6,29.05%,-2.51%,,-0.29%,9.06%,1.73,6.70%,7.36%,8.64%,10.14%,68.13%
CYBR,385.185,18927974400,CyberArk Software Ltd.,29,-4.01%,30.31%,17.09%,22.39%,31.52%,9.91,0.60%,-1.96%,-1.37%,-4.30%,-5.07%
NTNX,70.625,19180965520,"Nutanix, Inc.",15,11.75%,14.86%,12.48%,15.14%,16.51%,2.02,-3.20%,-28.60%,,-146.38%,1.82%
KSPI,99.02,18144627840,Joint Stock Company Kaspi.kz,4,40.76%,36.70%,,,10.48%,,13.60%,,67.93%,,48.08%
MAA,155.98,18236786400,"Mid-America Apartment Communities, Inc.",20,9.40%,1.98%,5.95%,7.21%,4.07%,,4.50%,4.38%,5.95%,5.37%,29.97%
CRBG,32.765,18636184476,"Corebridge Financial, Inc.",14,11.19%,-21.05%,,,9.82%,,-0.30%,,-8.60%,,-14.20%
DT,62.13,18254363000,"Dynatrace, Inc.",25,-2.19%,19.81%,26.16%,23.23%,15.19%,10.13,14.00%,-1.22%,14.81%,2.10%,9.77%
JBL,168.96,18327396200,Jabil Inc.,7,-7.71%,-17.83%,0.90%,-2.89%,5.31%,3.08,7.40%,4.46%,29.19%,16.32%,6.62%
TEVA,16.3199,18459779300,Teva Pharmaceutical Industries Limited,7,36.87%,4.40%,-0.41%,1.38%,1.15%,0.20,-4.00%,-3.48%,-1.35%,-2.85%,-1.92%
ZG,76.17,20053780986,"Zillow Group, Inc.",24,5.07%,14.96%,-4.00%,1.60%,14.40%,12.47,-1.80%,-2.70%,-3.58%,-0.87%,-8.81%
BBY,86.28,18816185960,"Best Buy Co., Inc.",17,18.52%,-3.02%,-0.47%,-6.90%,1.33%,3.85,8.10%,9.98%,17.19%,23.00%,3.80%
DGX,166.04,18505767000,Quest Diagnostics Incorporated,14,6.07%,2.60%,4.54%,-4.77%,3.82%,2.89,5.80%,9.26%,7.04%,11.46%,13.13%
SNAP,10.845,18303735071,Snap Inc.,31,27.67%,16.40%,25.60%,9.20%,13.31%,0.71,-9.30%,-14.18%,-11.76%,-16.79%,-14.68%
CLX,148.86,18276468400,The Clorox Company,14,5.46%,-1.98%,3.16%,0.40%,1.63%,3.72,8.10%,8.38%,25.69%,17.16%,15.23%
COO,91.66,18651031350,"The Cooper Companies, Inc.",11,27.52%,8.41%,7.98%,10.05%,6.63%,4.06,3.20%,8.86%,4.46%,10.61%,18.12%
PKG,205.12,18160346878,Packaging Corporation of America,5,18.88%,4.24%,3.18%,3.37%,3.80%,4.64,8.80%,9.70%,11.44%,13.07%,12.97%
AER,98.845,19928348595,AerCap Holdings N.V.,10,11.76%,4.16%,9.81%,17.57%,2.46%,,3.50%,1.46%,6.39%,4.10%,58.89%
TRU,93.68,17821656000,TransUnion,16,14.31%,8.53%,9.68%,15.19%,7.28%,2.49,2.00%,5.22%,4.78%,5.18%,13.59%
ZBRA,353.215,18168023400,Zebra Technologies Corporation,11,14.92%,-8.31%,1.00%,-5.22%,8.16%,4.35,5.10%,9.36%,9.15%,14.80%,12.69%
YUMC,48.285,18285636600,"Yum China Holdings, Inc.",3,2.69%,5.94%,5.28%,4.48%,7.98%,3.79,7.60%,7.70%,9.81%,9.43%,10.01%
GFL,46.26,17662875300,GFL Environmental Inc.,9,5.83%,4.09%,,16.30%,6.52%,1.25,-2.90%,-3.30%,,-1.56%,4.84%
TER,111.46,18357691920,"Teradyne, Inc.",14,33.08%,0.00%,4.85%,-8.53%,19.28%,14.71,14.40%,20.30%,16.47%,27.51%,20.62%
NI,38.83,17938316970,NiSource Inc.,8,-3.60%,-8.62%,0.06%,4.00%,5.58%,0.74,2.40%,1.76%,5.37%,4.63%,26.49%
GWRE,215.7,17909878692,"Guidewire Software, Inc.",15,-5.25%,12.92%,8.27%,11.90%,14.43%,8.65,1.40%,-3.66%,-2.16%,-5.78%,-2.27%
TRMB,73.14,18146823360,Trimble Inc.,7,12.51%,-2.43%,2.40%,0.65%,-5.70%,4.36,15.40%,5.96%,3.70%,8.03%,10.57%
LDOS,136.89,18242292595,"Leidos Holdings, Inc.",15,30.91%,7.93%,8.47%,6.65%,3.35%,3.44,9.60%,5.48%,14.07%,8.67%,10.73%
WMG,34.475,17530953566,Warner Music Group Corp.,15,1.99%,0.75%,6.98%,4.37%,6.42%,1.89,5.70%,2.76%,11.00%,8.33%,10.53%
DOCU,88.31,17761862160,"DocuSign, Inc.",16,1.65%,7.52%,26.51%,14.17%,6.42%,6.41,30.10%,-5.46%,33.98%,-7.89%,5.13%
WSO.B,468.85,19070425088,"Watsco, Inc.",4,4.16%,-0.05%,9.90%,12.08%,6.36%,11.10,12.70%,12.90%,20.04%,22.28%,10.37%
L,83.255,18288912460,Loews Corporation,,,10.12%,3.24%,6.11%,,,1.70%,1.08%,6.84%,4.50%,12.89%
CG,49.465,17733823980,The Carlyle Group Inc.,15,10.32%,92.94%,11.63%,-13.77%,24.20%,,0.50%,4.62%,1.60%,9.93%,7.92%
FFIV,305.91,17779392797,"F5, Inc.",10,-5.09%,3.02%,4.97%,2.73%,4.10%,5.83,10.70%,7.64%,16.37%,12.21%,24.19%
SNA,335.85,17706909132,Snap-on Incorporated,5,2.84%,0.88%,4.66%,3.71%,4.41%,7.31,13.50%,12.36%,15.46%,15.41%,26.25%
LUV,29.725,17854170490,Southwest Airlines Co.,17,7.43%,7.61%,4.09%,29.00%,5.23%,1.85,-0.10%,0.98%,-1.85%,1.74%,-1.31%
NWS,33.935,17530558075,News Corporation,5,15.65%,3.16%,0.15%,-0.77%,-2.18%,2.29,2.50%,,4.47%,0.12%,7.97%
WSO,467.115,19070419432,"Watsco, Inc.",4,4.41%,2.83%,9.75%,8.03%,6.36%,11.56,12.30%,12.90%,18.72%,22.28%,10.09%
TPR,84.76,17473101075,"Tapestry, Inc.",17,-9.33%,0.74%,2.40%,1.34%,2.81%,2.97,6.60%,6.70%,18.39%,9.55%,17.47%
ULTA,376.31,17367892425,"Ulta Beauty, Inc.",25,24.08%,4.44%,9.50%,11.94%,3.69%,6.19,20.90%,17.08%,26.62%,22.93%,13.78%
DUOL,396.46,16875084829,"Duolingo, Inc.",13,-7.72%,42.47%,,45.03%,29.85%,26.86,7.90%,,5.61%,3.33%,7.82%
RYAN,66.5,17397781559,"Ryan Specialty Holdings, Inc.",12,11.99%,20.47%,,19.97%,20.97%,1.83,1.30%,,10.30%,9.74%,17.47%
GFI,19.245,17345565120,Gold Fields Limited,3,-13.77%,4.99%,21.41%,8.75%,24.42%,4.46,9.00%,8.46%,14.45%,14.40%,32.80%
BLDR,150.74,17971673600,"Builders FirstSource, Inc.",17,37.14%,-3.31%,17.94%,-2.02%,4.98%,3.94,11.40%,13.96%,15.89%,20.61%,10.65%
RBA,93.755,17298127000,"RB Global, Inc.",6,5.40%,35.71%,25.53%,42.66%,4.31%,2.39,2.80%,6.14%,5.79%,10.02%,17.33%
XPO,146.705,17228660020,"XPO, Inc.",17,5.45%,4.24%,-5.45%,3.87%,6.18%,3.15,5.00%,3.84%,9.46%,6.37%,8.19%
FDS,452.12,17276268400,FactSet Research Systems Inc.,13,1.30%,5.02%,8.98%,11.05%,5.72%,6.93,13.40%,15.12%,16.30%,17.26%,31.56%
ONON,53.63,16585431810,On Holding AG,25,6.32%,26.11%,,48.61%,27.95%,12.83,6.60%,,10.75%,-0.34%,8.58%
KOF,81.7,4161748192,"Coca-Cola FEMSA, S.A.B. de C.V.",5,28.21%,8.09%,45.11%,25.76%,9.18%,2.43,7.10%,5.70%,11.86%,9.96%,11.70%
FSLR,159.34,17300572800,"First Solar, Inc.",25,74.51%,21.77%,10.33%,13.62%,32.01%,4.24,11.50%,3.78%,15.17%,9.06%,34.48%
BSBR,4.615,34873770624,Banco Santander (Brasil) S.A.,1,29.59%,-0.92%,,24.04%,,,0.90%,1.58%,9.46%,11.37%,10.30%
GPC,122.02,16782340380,Genuine Parts Company,8,12.18%,1.19%,7.25%,8.35%,3.34%,2.50,5.80%,5.06%,10.40%,10.03%,6.26%
GEN,27.465,17163982850,Gen Digital Inc.,4,5.42%,2.88%,9.32%,12.25%,3.43%,1.19,4.10%,12.36%,9.95%,16.36%,40.93%
SFM,168.89,16611554669,"Sprouts Farmers Market, Inc.",11,-25.90%,10.52%,6.03%,6.13%,10.25%,7.18,10.20%,8.14%,11.71%,9.97%,6.30%
AU,33.53,16822432809,AngloGold Ashanti plc,5,-5.48%,11.72%,,-5.90%,33.07%,2.96,3.70%,5.38%,5.49%,7.22%,12.11%
SYM,28.645,16857425271,Symbotic Inc.,17,38.70%,43.92%,,80.91%,29.20%,7.85,-0.90%,,-59.15%,-54844.16%,-6.07%
AZPN,264.89,16788372649,"Aspen Technology, Inc.",5,2.61%,7.90%,,,7.65%,8.81,,,-0.52%,,-5.88%
EQH,53.93,16835597010,"Equitable Holdings, Inc.",12,1.30%,7.98%,-3.46%,10.09%,6.63%,,-0.10%,0.18%,,14.94%,2.99%
RL,270.555,16815461419,Ralph Lauren Corporation,11,10.23%,5.23%,1.69%,5.12%,4.07%,5.41,10.40%,5.66%,13.31%,7.79%,12.73%
OKTA,97.45,15733892850,"Okta, Inc.",35,8.57%,16.84%,36.52%,30.05%,7.78%,3.37,-0.40%,-9.50%,-2.28%,-9.49%,-6.51%
JBHT,165.91,16889025000,"J.B. Hunt Transport Services, Inc.",19,14.56%,-7.07%,6.27%,2.38%,7.37%,,6.80%,10.44%,11.28%,16.31%,6.76%
SHG,34.05,16994501278,"Shinhan Financial Group Co., Ltd.",,,10.34%,,,1.73%,,0.60%,0.64%,2.37%,2.42%,29.86%
NWSA,29.205,17646839371,News Corporation,6,34.35%,3.16%,0.15%,-0.77%,-2.18%,2.30,2.50%,,4.47%,0.12%,7.97%
UTHR,369.795,16378281270,United Therapeutics Corporation,13,3.32%,25.04%,12.65%,18.53%,10.43%,12.58,16.20%,9.24%,15.20%,8.54%,46.42%
FLEX,43.065,16318272285,Flex Ltd.,7,4.16%,-7.57%,-0.84%,-2.05%,2.74%,2.58,5.60%,3.74%,8.90%,8.53%,3.07%
MAS,76.33,16968658850,Masco Corporation,12,12.96%,-1.74%,3.14%,-2.23%,0.80%,4.45,15.60%,15.66%,34.93%,33.36%,17.41%
ARE,95.04,16436816320,"Alexandria Real Estate Equities, Inc.",9,29.39%,7.99%,15.27%,13.81%,3.29%,,0.80%,1.64%,2.46%,2.74%,23.83%
ILMN,102.61,15967848000,"Illumina, Inc.",18,54.09%,-1.68%,4.89%,0.85%,6.64%,2.35,-19.60%,-2.78%,-24.78%,-7.09%,-26.67%
EDR,34.7,10650528000,"Endeavor Group Holdings, Inc.",8,-19.80%,34.07%,14.84%,16.76%,-0.13%,0.75,-2.80%,,-2.02%,,-2.77%
USFD,69.74,16221871960,US Foods Holding Corp.,12,4.31%,6.10%,8.30%,10.07%,5.44%,4.39,4.30%,1.64%,8.53%,4.32%,2.88%
SUI,124.66,16079165800,"Sun Communities, Inc.",11,7.93%,0.94%,20.97%,14.83%,1.95%,,-0.70%,1.42%,,3.09%,3.16%
MNDY,325.43,16349697696,monday.com Ltd.,25,5.34%,33.21%,65.58%,46.66%,25.58%,15.73,2.10%,-23.72%,-1.74%,7.87%,-2.16%
AS,29.65,16101220359,"Amer Sports, Inc.",14,-12.19%,13.77%,,,14.98%,2.73,-0.40%,,-5.30%,,6.95%
J,131.875,16325311680,Jacobs Solutions Inc.,11,18.28%,3.48%,2.04%,0.71%,10.82%,3.23,4.60%,4.34%,9.12%,6.28%,6.57%
CSL,357.44,16372347393,Carlisle Companies Incorporated,5,33.33%,8.65%,1.09%,4.23%,4.99%,6.06,20.50%,8.82%,19.48%,12.10%,23.42%
FUTU,117.1074,5075076354,Futu Holdings Limited,4,-27.00%,16.29%,63.80%,19.84%,17.05%,0.77,3.80%,2.56%,14.12%,9.42%,47.13%
DPZ,467.71,16370239920,"Domino's Pizza, Inc.",28,6.93%,4.41%,5.61%,2.20%,5.97%,3.12,32.50%,30.78%,55.68%,57.96%,18.09%
ENTG,106.94,15839690200,"Entegris, Inc.",11,21.03%,-12.41%,15.40%,13.67%,10.82%,2.88,2.70%,7.88%,6.04%,10.09%,15.14%
PNR,97.7,16394219820,Pentair plc,16,14.64%,-0.69%,6.83%,4.65%,4.35%,4.91,10.10%,9.44%,15.10%,13.50%,18.94%
OMC,82.05,16192823310,Omnicom Group Inc.,8,32.25%,6.79%,0.96%,3.16%,4.09%,1.72,5.20%,5.00%,14.91%,14.59%,14.50%
DG,73.255,16303114380,Dollar General Corporation,20,34.14%,2.90%,8.07%,5.73%,4.23%,2.08,4.30%,8.26%,6.26%,10.91%,4.98%
SOFI,14.695,16092774500,"SoFi Technologies, Inc.",16,-17.11%,30.15%,56.83%,43.18%,20.04%,,0.70%,,2.28%,-4.62%,8.79%
CASY,432.37,15869629880,"Casey's General Stores, Inc.",11,-1.86%,2.60%,9.90%,11.40%,10.13%,5.01,8.00%,7.24%,9.55%,10.65%,5.07%
YPF,36.7,14196722100,YPF Sociedad Anónima,8,2.53%,-7.71%,155.94%,224.65%,-8.09%,1293.28,-5.20%,-0.80%,-7.01%,-0.70%,-0.01%
HRL,28.78,15921377000,Hormel Foods Corporation,5,12.64%,-1.56%,4.65%,1.54%,2.14%,3.89,5.90%,7.50%,7.28%,8.70%,8.53%
H,163.03,15258579721,Hyatt Hotels Corporation,18,-4.17%,1.68%,6.55%,41.32%,4.93%,2.58,11.20%,0.90%,3.69%,3.87%,4.61%
ZTO,19.605,15113219279,ZTO Express (Cayman) Inc.,4,34.49%,11.44%,14.98%,12.55%,10.33%,3.46,9.50%,9.80%,10.97%,9.69%,25.71%
BURL,249.13,16190829050,"Burlington Stores, Inc.",16,26.09%,12.18%,8.18%,5.23%,9.55%,3.11,5.90%,3.88%,8.25%,5.86%,6.85%
RS,288.15,15718699932,"Reliance, Inc.",5,18.92%,-6.86%,4.37%,4.70%,1.29%,6.37,9.90%,11.88%,11.79%,14.33%,9.56%
RPM,121.22,15614583600,RPM International Inc.,10,10.80%,0.12%,5.52%,5.23%,3.42%,4.84,9.90%,7.54%,13.91%,11.26%,12.07%
EXPD,111.14,15731902640,"Expeditors International of Washington, Inc.",10,5.98%,-5.16%,3.47%,-11.07%,-0.12%,7.00,15.50%,18.04%,23.84%,28.16%,9.47%
CNH,12.455,15237556000,CNH Industrial N.V.,11,19.94%,-12.42%,-5.28%,24.55%,3.00%,,3.90%,3.30%,8.25%,6.96%,15.57%
BAH,122.75,15631282550,Booz Allen Hamilton Holding Corporation,11,30.20%,14.07%,10.12%,13.26%,7.21%,4.85,12.90%,8.64%,20.59%,14.27%,11.54%
UDR,42.69,13960607600,"UDR, Inc.",18,4.88%,3.01%,8.31%,10.12%,6.08%,,1.10%,1.76%,3.25%,3.46%,18.80%
ICLR,187.665,15467503590,ICON Public Limited Company,12,51.16%,3.63%,24.66%,24.01%,1.68%,2.24,4.40%,6.52%,7.40%,9.69%,12.84%
BAX,30.325,15384016440,Baxter International Inc.,10,34.87%,3.13%,4.63%,3.96%,6.55%,2.04,0.40%,3.62%,0.60%,3.82%,3.42%
FNF,56.52,15452394330,"Fidelity National Financial, Inc.",5,16.64%,24.04%,11.58%,-2.63%,6.26%,,0.90%,4.36%,7.29%,14.32%,8.38%
LNT,60.21,15475485690,Alliant Energy Corporation,7,4.51%,-3.81%,1.73%,3.68%,3.22%,1.13,3.00%,3.48%,5.70%,6.09%,21.38%
DLTR,71.57,15275295365,"Dollar Tree, Inc.",21,23.89%,5.17%,5.84%,6.28%,3.67%,2.26,-4.60%,3.96%,-5.14%,5.37%,-2.99%
ALGN,205.59,15715970612,"Align Technology, Inc.",10,30.74%,4.03%,11.57%,1.78%,7.94%,5.51,7.10%,17.48%,10.82%,25.72%,16.03%
ARCC,22.855,15245998810,Ares Capital Corporation,10,0.94%,14.38%,14.37%,18.00%,-1.03%,,5.80%,5.38%,7.71%,6.98%,73.28%
UMC,6.035,15248689800,United Microelectronics Corporation,4,22.54%,-11.93%,,,12.26%,2.92,9.20%,9.82%,11.22%,11.52%,23.60%
BIP,32.73,15121440680,Brookfield Infrastructure Partners L.P.,5,30.81%,23.37%,26.41%,23.87%,6.85%,,-0.10%,0.28%,,3.50%,23.83%
SN,108.99,15214568781,"SharkNinja, Inc.",9,7.66%,26.12%,,22.97%,12.39%,5.92,9.60%,,13.40%,,10.55%
CHWY,37.29,15219254194,"Chewy, Inc.",24,-1.13%,3.72%,20.13%,10.28%,5.28%,6.38,13.00%,-7.50%,29.26%,17.15%,0.90%
EVRG,66.185,15229010720,"Evergy, Inc.",6,0.91%,3.18%,2.07%,1.30%,2.81%,0.80,2.70%,2.60%,5.86%,5.53%,24.69%
XPEV,16.035,15341643058,XPeng Inc.,8,-13.69%,66.09%,,35.25%,74.22%,1.24,-7.40%,-21.86%,-16.35%,-2.17%,-19.98%
WES,39.79,15218394450,"Western Midstream Partners, LP",9,-4.50%,16.75%,5.42%,8.01%,2.15%,,12.00%,7.34%,13.47%,10.21%,43.10%
AKAM,100.555,15230013260,"Akamai Technologies, Inc.",20,14.53%,5.92%,6.95%,5.25%,6.94%,2.76,5.20%,7.24%,5.08%,7.84%,14.37%
OC,176.03,15293625004,Owens Corning,13,14.52%,8.09%,7.74%,7.98%,8.59%,2.62,7.90%,6.50%,10.90%,10.28%,16.27%
KIM,22.17,14903930910,Kimco Realty Corporation,17,10.73%,10.81%,11.35%,17.53%,3.34%,,1.80%,4.22%,2.81%,3.16%,32.16%
MOH,268.39,15619032000,"Molina Healthcare, Inc.",14,32.73%,17.90%,17.88%,15.26%,8.60%,4.51,7.50%,7.78%,16.81%,17.89%,4.04%
TLK,15.1,14730549140,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,,,1.30%,40.64%,27.95%,3.19%,2.66,8.70%,8.62%,16.08%,16.78%,28.04%
APTV,65.32,15197427760,Aptiv PLC,19,29.65%,-1.69%,6.55%,8.07%,5.90%,2.36,7.40%,7.30%,9.33%,13.13%,9.34%
LOGI,100.095,14921481454,Logitech International S.A.,10,-2.96%,7.28%,9.52%,-7.66%,4.65%,9.15,17.90%,18.22%,28.88%,27.71%,14.90%
AMH,35.4,13039625200,American Homes 4 Rent,17,14.86%,6.57%,8.53%,10.45%,5.94%,,2.70%,1.62%,3.35%,2.83%,22.73%
RCI,27.62,15009019743,Rogers Communications Inc.,4,142.71%,6.71%,6.45%,12.03%,2.42%,,2.50%,3.00%,5.96%,5.81%,22.49%
BF.A,31.07,14875081728,Brown-Forman Corporation,,,-1.18%,4.68%,6.48%,2.86%,4.10,12.60%,13.08%,17.14%,17.56%,34.42%
BALL,49.84,15028733360,Ball Corporation,12,30.39%,-3.06%,1.28%,-2.37%,2.94%,3.12,21.80%,3.68%,7.92%,8.38%,8.34%
CAVA,129.38,14995046648,"CAVA Group, Inc.",13,10.41%,34.05%,,,23.59%,20.19,5.20%,,3.73%,,4.11%
KGC,12.235,14821740000,Kinross Gold Corporation,3,-10.24%,15.44%,8.08%,14.22%,5.17%,2.05,7.00%,5.08%,9.84%,7.21%,25.42%
EPAM,260.95,14642062196,"EPAM Systems, Inc.",20,4.38%,-2.68%,16.44%,11.18%,11.26%,12.63,10.30%,12.56%,11.14%,14.56%,11.44%
VIV,9.125,14487959955,Telefônica Brasil S.A.,3,14.43%,8.45%,34.57%,21.40%,6.37%,,4.20%,4.48%,8.12%,6.55%,12.85%
BAP,186.265,14903707609,Credicorp Ltd.,3,4.72%,5.91%,59.97%,42.16%,6.44%,,2.10%,1.60%,6.98%,4.82%,41.28%
CLS,130.55,15231393100,Celestica Inc.,9,-27.29%,17.52%,8.58%,18.82%,13.51%,4.24,6.40%,2.64%,15.36%,6.94%,5.66%
BSS,24.6,,"Bentley Systems, Incorporated",,,,,,,,,,,,
AVY,182.71,14461548536,Avery Dennison Corporation,11,24.30%,4.84%,4.20%,1.85%,4.58%,3.66,8.10%,8.16%,14.67%,19.01%,12.72%
IEX,192.97,14757713937,IDEX Corporation,8,24.91%,-3.06%,5.00%,6.23%,6.46%,4.61,8.00%,10.44%,10.01%,13.14%,23.70%
JEF,70.82,14400888125,Jefferies Financial Group Inc.,3,15.34%,49.66%,12.56%,-4.25%,12.04%,,1.10%,1.48%,1.43%,1.96%,14.29%
BSY,46.25,13555900560,"Bentley Systems, Incorporated",7,23.16%,9.06%,,12.74%,10.61%,3.92,10.90%,8.50%,16.75%,13.61%,21.20%
BF.B,30.76,14875082752,Brown-Forman Corporation,11,47.22%,-4.52%,3.69%,4.03%,2.86%,4.11,12.20%,13.08%,15.78%,17.56%,33.42%
AMCR,10.005,14496760200,Amcor plc,6,9.35%,-3.52%,4.06%,-0.12%,2.48%,1.96,4.80%,4.88%,9.12%,8.70%,9.39%
HOLX,64.16,14309350300,"Hologic, Inc.",14,33.14%,1.76%,3.58%,-9.74%,5.72%,3.86,8.40%,13.38%,10.09%,16.26%,22.63%
GGG,84.96,14483953000,Graco Inc.,3,2.32%,-2.41%,5.38%,3.57%,4.80%,21.35,17.20%,19.06%,19.93%,24.78%,28.62%
LINE,56.92,13133674475,"Lineage, Inc.",16,51.65%,,,,3.84%,,,,,,
WLK,111.16,14359084778,Westlake Corporation,14,38.24%,-6.88%,8.06%,5.81%,4.61%,2.44,0.50%,6.32%,0.65%,9.00%,2.12%
EG,332.545,14424907518,"Everest Group, Ltd.",9,23.85%,14.97%,15.86%,12.32%,4.17%,,5.30%,3.28%,15.67%,9.68%,16.32%
BEP,22.265,6285367200,Brookfield Renewable Partners L.P.,6,33.23%,17.43%,7.04%,13.38%,5.83%,,-0.30%,-0.30%,,4.35%,30.22%
EBR,6.235,14218459974,Centrais Elétricas Brasileiras S.A. - Eletrobrás,,,9.05%,,8.35%,1.19%,0.93,1.80%,2.78%,16.27%,7.06%,25.03%
INSM,79.56,14228155590,Insmed Incorporated,16,8.64%,22.13%,27.80%,25.44%,41.61%,2.36,-54.40%,-40.72%,-50.27%,-42.56%,-240.88%
FIX,400.65,15469611738,"Comfort Systems USA, Inc.",3,24.16%,31.23%,21.28%,30.74%,10.40%,5.71,11.80%,9.04%,27.27%,16.41%,9.87%
JHX,32.91,13971825259,James Hardie Industries plc,4,37.11%,5.47%,9.26%,6.13%,8.03%,4.66,9.00%,9.28%,13.90%,16.85%,17.73%
FMS,24.345,14248135280,Fresenius Medical Care AG,1,2.54%,-1.15%,2.27%,3.46%,3.88%,1.81,2.00%,2.68%,3.50%,4.79%,6.94%
ALAB,89.3625,14598543554,"Astera Labs, Inc.",12,26.72%,,,,60.03%,,,,,,
BJ,106.88,13949126400,"BJ's Wholesale Club Holdings, Inc.",16,-10.51%,5.32%,9.40%,8.18%,6.31%,4.96,8.10%,7.00%,13.02%,12.07%,3.93%
DVA,172.12,14247500000,DaVita Inc.,5,-10.72%,6.34%,2.29%,3.03%,4.08%,1.75,4.80%,4.32%,11.31%,9.34%,14.95%
CF,81.1,14186110400,"CF Industries Holdings, Inc.",14,13.34%,-21.97%,5.07%,5.47%,1.84%,2.83,8.30%,10.02%,15.87%,21.24%,28.71%
UHAL,71.9,12783101095,U-Haul Holding Company,,,-0.48%,7.95%,0.53%,2.98%,,2.30%,4.60%,3.64%,7.84%,12.60%
RKLB,28.18,13942517790,"Rocket Lab USA, Inc.",12,-25.10%,53.92%,,93.14%,39.00%,10.72,-16.90%,,-20.91%,4.56%,-51.16%
DOCS,74.95,14061562119,"Doximity, Inc.",16,-14.86%,17.47%,45.05%,20.23%,10.43%,62.10,18.10%,,16.83%,186.10%,40.16%
RBRK,75.82,13504267407,"Rubrik, Inc.",19,-12.12%,,,,28.51%,,,,,,
SMMT,18.96,14063771932,Summit Therapeutics Inc.,7,76.68%,,,,,,-64.30%,,-41.79%,,
DOC,19.495,13718489260,"Healthpeak Properties, Inc.",11,24.49%,23.82%,16.84%,12.51%,4.03%,,1.20%,2.46%,1.78%,2.26%,11.69%
ACM,104.66,14035284750,AECOM,8,14.91%,8.89%,3.71%,6.85%,5.39%,2.44,4.00%,1.34%,12.44%,7.56%,5.31%
TPX,66.065,11561816740,"Tempur Sealy International, Inc.",10,10.02%,-0.99%,10.95%,1.88%,4.04%,,8.50%,10.26%,13.62%,15.94%,12.44%
PAA,19.505,13876352680,"Plains All American Pipeline, L.P.",13,5.97%,2.87%,8.63%,12.85%,-0.77%,,2.90%,0.68%,7.12%,2.74%,3.01%
COHR,88.5039,13559613200,Coherent Corp.,15,27.27%,14.61%,25.39%,18.44%,11.33%,2.03,-0.40%,0.06%,,2.79%,7.49%
GLPI,48.52,13379353920,"Gaming and Leisure Properties, Inc.",16,10.10%,7.33%,5.29%,7.44%,5.51%,,6.50%,5.76%,9.34%,9.06%,73.98%
MORN,318.13,13646181282,"Morningstar, Inc.",3,13.25%,12.55%,14.91%,11.18%,8.17%,5.89,9.50%,6.00%,12.53%,7.67%,18.49%
ITCI,127.82,13552484640,"Intra-Cellular Therapies, Inc.",13,-18.94%,46.08%,,105.63%,37.34%,44.75,-8.40%,-37.46%,-10.46%,-46.79%,-19.82%
ESLT,299.315,13197025800,Elbit Systems Ltd.,,,11.41%,8.87%,8.12%,11.57%,,2.50%,2.90%,7.96%,8.01%,6.37%
EWBC,97.61,13720112130,"East West Bancorp, Inc.",13,13.09%,-2.27%,9.40%,11.76%,7.41%,,1.50%,1.54%,9.84%,12.43%,59.24%
REG,74.085,13280159225,Regency Centers Corporation,13,4.91%,12.81%,5.00%,8.51%,4.57%,,3.10%,2.70%,4.34%,3.91%,34.33%
MBLY,16.61,13941916753,Mobileye Global Inc.,22,42.08%,-10.26%,,,21.61%,15.12,-20.10%,,-25.38%,,-170.24%
UNM,75.38,13708682840,Unum Group,12,4.58%,4.49%,1.56%,-1.30%,4.75%,,2.80%,1.72%,13.29%,9.58%,19.01%
